gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges
Male,1,Yes,Yes,Yes,Yes,2,Yes,Yes,No,Yes,No,No,2,Yes,Bank transfer (automatic),89.85
Male,0,No,No,Yes,Yes,2,Yes,No,Yes,Yes,Yes,Yes,0,Yes,Electronic check,108.95
Female,0,No,No,Yes,No,0,No,No,No,Yes,Yes,Yes,1,Yes,Electronic check,69.65
Female,0,No,Yes,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,Mailed check,20.05
Male,0,No,Yes,Yes,Yes,0,Yes,Yes,No,No,No,No,1,No,Bank transfer (automatic),60.95
Male,1,Yes,No,Yes,No,0,No,Yes,No,No,No,No,0,No,Mailed check,49.8
Female,0,Yes,Yes,Yes,Yes,2,No,Yes,Yes,Yes,Yes,Yes,2,Yes,Electronic check,111.45
Female,1,Yes,No,Yes,No,2,No,No,No,Yes,Yes,No,1,Yes,Electronic check,82.9
Female,0,Yes,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,Yes,Electronic check,20.05
Male,0,No,No,Yes,Yes,2,Yes,No,Yes,Yes,Yes,Yes,2,Yes,Credit card (automatic),110.0
Female,0,No,No,Yes,Yes,0,Yes,Yes,Yes,No,Yes,Yes,0,No,Mailed check,84.7
Female,1,Yes,No,Yes,Yes,2,No,No,No,Yes,Yes,Yes,1,No,Bank transfer (automatic),99.75
Male,1,No,No,Yes,No,2,Yes,No,No,Yes,Yes,Yes,1,No,Credit card (automatic),100.3
Male,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,Mailed check,19.95
Male,0,Yes,No,Yes,No,0,No,Yes,Yes,Yes,Yes,Yes,0,No,Mailed check,81.95
Female,0,Yes,Yes,Yes,No,0,No,Yes,No,No,No,No,1,No,Mailed check,49.85
Female,0,Yes,No,Yes,Yes,0,Yes,Yes,Yes,Yes,No,Yes,0,Yes,Mailed check,81.3
Female,0,No,No,Yes,No,2,No,No,Yes,Yes,No,Yes,0,Yes,Bank transfer (automatic),89.7
Female,0,Yes,No,Yes,Yes,2,No,No,Yes,Yes,Yes,Yes,1,Yes,Electronic check,105.0
Female,0,Yes,No,Yes,Yes,2,No,Yes,Yes,Yes,Yes,Yes,2,Yes,Bank transfer (automatic),108.5
Female,0,No,No,Yes,Yes,0,No,Yes,No,Yes,No,Yes,1,No,Credit card (automatic),68.15
Male,0,Yes,Yes,Yes,Yes,2,No,Yes,Yes,No,Yes,Yes,2,Yes,Electronic check,105.4
Male,0,No,No,Yes,No,2,No,No,No,No,No,No,1,Yes,Electronic check,69.7
Male,0,No,No,Yes,No,2,No,No,No,No,Yes,No,1,No,Electronic check,79.25
Male,1,Yes,No,No,No phone service,0,No,No,Yes,No,No,No,1,Yes,Electronic check,29.9
Male,0,Yes,No,Yes,Yes,0,Yes,Yes,Yes,Yes,Yes,No,0,No,Mailed check,79.15
Male,1,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,Credit card (automatic),19.8
Female,0,No,No,No,No phone service,0,No,No,Yes,No,Yes,Yes,1,Yes,Electronic check,50.6
Male,0,No,No,Yes,Yes,2,No,Yes,Yes,Yes,Yes,Yes,0,No,Bank transfer (automatic),109.2
Male,0,Yes,No,Yes,Yes,2,Yes,Yes,No,No,No,Yes,2,No,Electronic check,96.1
Male,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,Mailed check,19.45
Male,0,No,No,Yes,Yes,2,No,No,Yes,No,Yes,No,1,Yes,Electronic check,92.5
Male,0,Yes,Yes,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,Mailed check,20.25
Male,0,Yes,No,Yes,Yes,0,No,Yes,Yes,Yes,Yes,No,0,No,Credit card (automatic),76.1
Male,1,No,No,Yes,No,2,No,Yes,Yes,No,Yes,Yes,1,Yes,Bank transfer (automatic),99.1
Male,0,No,No,Yes,No,2,No,Yes,No,No,No,Yes,1,No,Electronic check,84.3
Male,0,No,No,Yes,No,2,Yes,No,Yes,No,Yes,Yes,0,Yes,Electronic check,100.45
Female,0,Yes,Yes,Yes,Yes,2,No,No,Yes,No,Yes,Yes,1,Yes,Bank transfer (automatic),99.3
Male,1,Yes,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,Mailed check,21.25
Female,0,No,No,Yes,No,2,No,Yes,No,No,Yes,No,1,No,Electronic check,83.75
Male,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,Bank transfer (automatic),20.6
Male,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,Mailed check,19.25
Female,0,No,Yes,Yes,Yes,2,No,No,No,No,No,No,1,Yes,Electronic check,76.6
Male,0,No,No,Yes,No,2,No,No,No,No,No,Yes,1,Yes,Electronic check,80.95
Male,1,No,No,Yes,Yes,2,No,Yes,No,No,Yes,No,1,Yes,Electronic check,90.7
Female,0,No,No,Yes,No,2,No,No,No,No,No,No,1,Yes,Mailed check,70.15
Male,0,No,Yes,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,Mailed check,19.7
Male,0,No,No,Yes,No,0,No,No,No,No,Yes,No,1,No,Mailed check,55.0
Male,0,Yes,Yes,Yes,Yes,0,No,Yes,Yes,Yes,Yes,Yes,0,Yes,Credit card (automatic),85.95
Male,1,No,No,Yes,Yes,2,No,Yes,No,Yes,Yes,Yes,2,No,Bank transfer (automatic),105.75
Female,0,Yes,Yes,Yes,No,0,Yes,No,Yes,Yes,Yes,Yes,0,Yes,Mailed check,81.0
Female,1,Yes,No,Yes,Yes,2,Yes,Yes,Yes,No,Yes,Yes,1,No,Bank transfer (automatic),108.75
Female,0,No,Yes,Yes,Yes,2,Yes,No,No,No,No,No,1,Yes,Electronic check,78.3
Male,1,Yes,No,Yes,Yes,2,No,No,No,No,No,No,1,No,Electronic check,74.3
Male,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,Bank transfer (automatic),20.1
Male,0,No,No,Yes,No,2,No,No,No,No,Yes,Yes,1,Yes,Electronic check,88.35
Male,1,Yes,Yes,Yes,Yes,2,No,Yes,No,No,Yes,Yes,1,No,Electronic check,101.15
Male,0,No,No,No,No phone service,0,No,No,No,No,No,No,1,No,Mailed check,25.35
Male,1,No,No,Yes,Yes,2,No,No,No,No,No,No,1,Yes,Mailed check,74.85
Female,0,No,No,No,No phone service,0,No,Yes,No,No,Yes,Yes,1,Yes,Electronic check,50.8
Male,0,No,No,No,No phone service,0,No,Yes,No,No,No,No,1,Yes,Credit card (automatic),30.5
Female,0,No,No,Yes,No,0,No,Yes,No,Yes,Yes,Yes,1,Yes,Electronic check,75.3
Male,0,No,No,Yes,No,0,Yes,No,Yes,Yes,Yes,No,1,Yes,Mailed check,69.5
Male,0,Yes,Yes,Yes,Yes,0,Yes,No,Yes,Yes,Yes,Yes,1,No,Electronic check,85.7
Male,1,Yes,Yes,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,Credit card (automatic),19.8
Female,0,Yes,No,Yes,No,0,Yes,Yes,No,Yes,Yes,Yes,0,Yes,Bank transfer (automatic),79.6
Female,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,Credit card (automatic),19.55
Male,0,No,No,Yes,Yes,2,No,Yes,Yes,No,No,Yes,1,Yes,Credit card (automatic),95.1
Male,0,Yes,Yes,Yes,Yes,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,Credit card (automatic),24.1
Male,0,Yes,Yes,Yes,Yes,0,No,No,Yes,No,Yes,No,0,Yes,Bank transfer (automatic),63.3
Female,0,Yes,Yes,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,Mailed check,20.0
Male,0,Yes,No,Yes,Yes,2,No,Yes,No,Yes,Yes,No,0,Yes,Mailed check,92.45
Female,0,No,No,Yes,No,2,No,No,No,No,Yes,No,1,Yes,Electronic check,80.5
Male,0,Yes,Yes,Yes,No,2,No,No,No,No,No,No,1,Yes,Electronic check,70.0
Female,0,No,No,Yes,Yes,2,No,Yes,No,No,No,No,1,No,Electronic check,79.55
Female,0,No,No,Yes,No,2,No,No,Yes,No,No,No,1,No,Electronic check,75.35
Female,1,No,No,Yes,Yes,2,No,No,Yes,No,Yes,Yes,1,No,Electronic check,101.35
Male,0,Yes,No,Yes,No,2,No,No,No,No,No,No,1,Yes,Electronic check,70.3
Female,1,No,No,Yes,Yes,2,Yes,No,No,No,Yes,Yes,1,Yes,Electronic check,100.8
Female,1,Yes,No,Yes,Yes,2,No,No,No,No,No,No,1,Yes,Electronic check,76.5
Male,0,Yes,Yes,Yes,Yes,2,No,No,No,No,Yes,Yes,2,No,Bank transfer (automatic),92.2
Male,0,Yes,No,Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,Yes,0,No,Electronic check,113.75
Male,0,No,No,Yes,Yes,2,No,No,No,No,No,No,1,No,Electronic check,75.25
Male,0,Yes,No,Yes,No,0,Yes,Yes,No,Yes,No,No,1,No,Mailed check,60.9
Female,0,No,No,No,No phone service,0,No,No,Yes,No,Yes,Yes,1,No,Electronic check,49.15
Female,0,Yes,Yes,Yes,Yes,2,No,Yes,Yes,No,No,Yes,0,Yes,Credit card (automatic),95.75
Male,0,Yes,No,Yes,Yes,2,No,No,No,No,Yes,Yes,1,Yes,Credit card (automatic),94.05
Female,1,Yes,No,Yes,No,2,No,Yes,Yes,No,Yes,Yes,0,Yes,Electronic check,99.2
Female,0,Yes,Yes,Yes,No,2,No,Yes,Yes,No,Yes,No,1,Yes,Credit card (automatic),89.45
Female,0,Yes,No,Yes,Yes,0,Yes,No,Yes,Yes,Yes,Yes,0,No,Credit card (automatic),84.35
Male,0,No,No,Yes,Yes,2,Yes,Yes,Yes,No,Yes,Yes,1,Yes,Electronic check,111.5
Male,0,No,No,Yes,No,0,Yes,No,No,Yes,Yes,Yes,2,No,Bank transfer (automatic),75.0
Female,0,No,No,Yes,Yes,0,Yes,Yes,Yes,No,Yes,Yes,2,No,Bank transfer (automatic),84.1
Male,0,No,Yes,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,Mailed check,20.45
Male,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,Bank transfer (automatic),20.95
Male,1,No,No,Yes,No,2,No,No,Yes,No,No,No,1,No,Electronic check,73.85
Female,0,No,No,No,No phone service,0,No,No,No,Yes,No,No,1,Yes,Electronic check,30.9
Female,0,Yes,Yes,No,No phone service,0,No,No,Yes,Yes,Yes,Yes,2,Yes,Electronic check,56.15
Female,0,No,No,Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,Yes,1,Yes,Electronic check,115.65
Male,0,No,Yes,Yes,No,0,No,Yes,No,No,No,No,1,Yes,Electronic check,50.1
Male,0,No,No,Yes,Yes,2,No,Yes,Yes,No,Yes,Yes,1,No,Mailed check,107.95
Male,0,Yes,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,Credit card (automatic),20.55
Female,0,No,No,Yes,Yes,2,No,No,Yes,No,No,No,1,Yes,Electronic check,80.7
Female,0,No,No,Yes,No,2,No,Yes,No,No,No,Yes,1,Yes,Mailed check,85.95
Male,0,Yes,No,No,No phone service,0,No,Yes,Yes,Yes,Yes,Yes,1,Yes,Bank transfer (automatic),60.2
Male,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,Mailed check,19.95
Female,0,Yes,No,Yes,Yes,0,No,Yes,Yes,Yes,Yes,Yes,0,Yes,Credit card (automatic),83.3
Female,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,Bank transfer (automatic),19.45
Female,0,Yes,Yes,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,Mailed check,20.0
Male,0,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,0,No,Bank transfer (automatic),86.85
Female,0,No,No,Yes,Yes,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,Mailed check,24.7
Female,0,No,No,Yes,No,0,No,No,Yes,No,No,No,1,Yes,Credit card (automatic),49.3
Male,1,No,No,Yes,No,0,No,No,Yes,Yes,No,Yes,2,No,Bank transfer (automatic),65.25
Male,0,No,No,No,No phone service,0,No,No,Yes,No,Yes,No,1,Yes,Mailed check,40.15
Female,0,Yes,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,Credit card (automatic),20.25
Male,0,No,No,Yes,Yes,2,No,No,No,No,Yes,No,1,Yes,Electronic check,84.45
Female,0,No,No,Yes,Yes,2,Yes,No,No,No,No,No,1,Yes,Bank transfer (automatic),79.8
Male,0,No,No,Yes,No,2,No,Yes,No,No,Yes,No,1,Yes,Electronic check,85.75
Female,0,No,No,Yes,No,2,No,No,No,No,No,No,1,Yes,Electronic check,70.15
Female,0,No,Yes,Yes,Yes,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,Mailed check,25.4
Male,0,Yes,Yes,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,Mailed check,21.25
Male,0,Yes,No,Yes,No,0,No,Yes,Yes,Yes,Yes,Yes,0,Yes,Credit card (automatic),79.1
Female,0,No,No,Yes,Yes,2,No,No,No,No,No,No,1,Yes,Credit card (automatic),74.6
Female,0,Yes,Yes,Yes,No,2,No,Yes,No,No,No,Yes,1,Yes,Electronic check,83.6
Female,0,Yes,No,Yes,No,2,No,No,No,No,No,No,1,Yes,Electronic check,70.7
Male,0,Yes,Yes,No,No phone service,0,Yes,No,Yes,Yes,Yes,No,0,No,Credit card (automatic),48.15
Male,0,No,No,Yes,Yes,2,No,No,No,No,No,Yes,1,Yes,Electronic check,85.65
Male,0,No,No,Yes,No,2,No,No,No,No,Yes,No,1,Yes,Electronic check,81.45
Female,1,No,No,Yes,Yes,2,No,No,Yes,No,Yes,No,1,Yes,Electronic check,89.2
Female,0,Yes,Yes,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,Mailed check,20.2
Female,0,Yes,No,Yes,Yes,2,Yes,Yes,Yes,Yes,No,Yes,0,Yes,Credit card (automatic),106.05
Male,0,No,No,Yes,No,2,Yes,No,No,No,No,No,1,Yes,Electronic check,73.5
Female,0,Yes,Yes,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,Mailed check,20.65
Female,0,Yes,Yes,Yes,Yes,0,Yes,Yes,No,Yes,Yes,No,2,No,Credit card (automatic),73.7
Male,0,No,No,Yes,No,0,Yes,No,No,No,No,No,1,Yes,Bank transfer (automatic),50.9
Male,0,No,No,Yes,No,0,No,Yes,No,No,No,No,1,No,Mailed check,49.25
Female,0,Yes,Yes,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,Mailed check,20.0
Male,0,Yes,Yes,Yes,Yes,2,Yes,Yes,No,No,No,No,2,Yes,Bank transfer (automatic),85.5
Female,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,Mailed check,20.4
Female,0,Yes,No,Yes,No,2,No,No,No,No,No,No,1,No,Mailed check,69.15
Male,0,Yes,Yes,Yes,Yes,0,Yes,No,No,Yes,Yes,Yes,1,No,Bank transfer (automatic),81.0
Female,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,Credit card (automatic),20.9
Female,0,Yes,No,Yes,Yes,2,Yes,No,Yes,No,Yes,Yes,1,Yes,Electronic check,105.05
Female,1,No,No,Yes,No,2,No,Yes,Yes,No,Yes,No,1,Yes,Electronic check,89.15
Male,0,Yes,No,No,No phone service,0,Yes,Yes,No,Yes,No,No,0,Yes,Credit card (automatic),38.6
Female,0,Yes,No,Yes,Yes,2,Yes,No,No,No,No,No,1,No,Electronic check,82.4
Female,0,Yes,Yes,Yes,Yes,2,Yes,Yes,Yes,Yes,No,No,0,No,Bank transfer (automatic),93.9
Male,0,No,Yes,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,Mailed check,19.45
Female,0,Yes,No,Yes,Yes,2,No,Yes,No,Yes,Yes,Yes,0,Yes,Bank transfer (automatic),105.4
Male,0,No,No,Yes,Yes,0,Yes,Yes,Yes,Yes,No,No,2,No,Electronic check,71.5
Male,0,Yes,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,Mailed check,20.1
Female,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,Bank transfer (automatic),19.75
Female,0,Yes,No,Yes,Yes,2,No,Yes,No,No,Yes,Yes,2,Yes,Electronic check,98.25
Female,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,Yes,Credit card (automatic),20.85
Male,0,No,Yes,Yes,Yes,0,Yes,Yes,No,No,No,Yes,1,Yes,Electronic check,69.1
Male,0,No,No,Yes,No,0,Yes,No,No,Yes,No,No,1,No,Mailed check,53.45
Female,0,Yes,Yes,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,Mailed check,19.4
Female,0,No,No,Yes,No,2,No,No,No,No,Yes,No,1,Yes,Electronic check,79.7
Male,0,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes,Yes,Yes,No,0,Yes,Bank transfer (automatic),79.25
Male,0,No,No,No,No phone service,0,Yes,No,Yes,Yes,No,Yes,2,No,Mailed check,50.8
Female,0,No,No,Yes,Yes,2,Yes,No,No,No,Yes,No,1,Yes,Bank transfer (automatic),90.05
Male,0,Yes,No,Yes,Yes,2,No,No,Yes,No,Yes,Yes,2,Yes,Bank transfer (automatic),99.5
Male,0,No,No,Yes,Yes,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,Mailed check,24.85
Female,0,Yes,Yes,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,Mailed check,20.1
Male,1,Yes,No,Yes,Yes,2,No,Yes,Yes,No,Yes,Yes,2,Yes,Electronic check,103.75
Male,0,No,No,Yes,Yes,2,No,Yes,Yes,No,Yes,Yes,1,Yes,Mailed check,102.65
Female,0,No,No,Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,Yes,0,No,Credit card (automatic),115.05
Male,0,Yes,Yes,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,Bank transfer (automatic),20.15
Male,0,No,No,Yes,No,0,No,No,No,No,No,No,1,No,Bank transfer (automatic),46.05
Female,0,Yes,Yes,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,Electronic check,19.95
Female,0,Yes,No,Yes,No,2,No,No,No,No,No,No,1,Yes,Electronic check,68.95
Male,0,Yes,Yes,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,Credit card (automatic),19.55
Male,0,Yes,Yes,Yes,No,0,Yes,Yes,No,Yes,No,No,0,No,Mailed check,59.5
Female,0,No,No,Yes,No,2,No,No,No,No,Yes,No,1,No,Electronic check,78.05
Female,0,No,No,Yes,No,0,Yes,No,Yes,Yes,Yes,Yes,2,Yes,Bank transfer (automatic),79.95
Male,1,Yes,Yes,Yes,Yes,0,No,Yes,Yes,No,Yes,Yes,2,Yes,Electronic check,80.85
Male,0,Yes,Yes,Yes,Yes,2,No,No,Yes,No,Yes,No,0,Yes,Credit card (automatic),89.1
Male,1,Yes,No,Yes,Yes,2,No,No,Yes,No,Yes,No,1,Yes,Electronic check,89.2
Male,0,No,No,Yes,No,0,No,No,No,Yes,No,No,1,Yes,Mailed check,50.8
Female,0,Yes,No,Yes,No,2,No,No,Yes,No,Yes,No,1,Yes,Electronic check,86.25
Male,1,No,No,Yes,Yes,2,No,Yes,No,Yes,Yes,Yes,0,Yes,Electronic check,106.8
Female,1,No,No,Yes,No,2,Yes,Yes,No,Yes,No,No,1,Yes,Bank transfer (automatic),85.7
Male,0,No,No,Yes,No,0,No,No,No,Yes,No,No,1,No,Mailed check,50.0
Male,0,No,No,Yes,Yes,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,Bank transfer (automatic),25.7
Female,1,No,No,Yes,No,2,No,No,Yes,No,No,No,1,No,Credit card (automatic),75.5
Female,0,Yes,No,Yes,Yes,2,Yes,Yes,Yes,Yes,No,No,1,Yes,Credit card (automatic),95.1
Male,0,No,No,No,No phone service,0,No,Yes,Yes,No,No,No,1,No,Mailed check,34.7
Female,0,Yes,Yes,Yes,No,0,Yes,Yes,Yes,Yes,No,Yes,0,No,Mailed check,73.6
Female,0,No,No,Yes,No,0,No,No,Yes,No,No,No,1,No,Credit card (automatic),49.7
Female,0,Yes,Yes,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,Bank transfer (automatic),19.75
Male,0,No,No,Yes,Yes,2,Yes,No,Yes,Yes,No,Yes,0,No,Credit card (automatic),99.25
Female,1,No,No,Yes,No,2,No,No,No,No,No,No,1,Yes,Electronic check,69.95
Female,0,Yes,Yes,Yes,Yes,2,No,Yes,Yes,No,No,No,2,No,Bank transfer (automatic),83.15
Female,0,No,No,Yes,Yes,2,No,Yes,No,No,Yes,Yes,2,No,Bank transfer (automatic),99.9
Female,1,No,No,Yes,Yes,2,No,No,Yes,Yes,Yes,Yes,1,Yes,Electronic check,104.95
Female,1,No,No,Yes,No,2,No,Yes,Yes,No,Yes,No,2,Yes,Bank transfer (automatic),91.3
Male,1,No,No,No,No phone service,0,No,No,Yes,Yes,Yes,Yes,1,Yes,Electronic check,54.6
Female,0,No,No,Yes,No,0,No,Yes,No,Yes,No,Yes,1,Yes,Bank transfer (automatic),65.8
Female,0,No,No,Yes,Yes,2,No,No,Yes,No,No,No,1,No,Bank transfer (automatic),80.05
Female,0,Yes,No,Yes,No,0,No,Yes,No,No,No,Yes,1,Yes,Mailed check,59.8
Male,0,Yes,Yes,Yes,No,0,No,No,No,No,No,No,1,Yes,Mailed check,45.85
Male,1,Yes,No,Yes,No,0,Yes,No,No,No,Yes,No,1,No,Bank transfer (automatic),60.9
Female,0,No,No,Yes,Yes,0,No,Yes,Yes,Yes,Yes,Yes,0,No,Bank transfer (automatic),86.6
Female,1,No,No,No,No phone service,0,No,No,No,Yes,No,No,1,Yes,Electronic check,29.65
Male,1,No,No,Yes,Yes,2,No,No,No,No,Yes,Yes,1,Yes,Electronic check,94.0
Female,0,Yes,No,Yes,No,2,Yes,No,Yes,No,No,No,2,Yes,Credit card (automatic),81.25
Female,1,No,No,Yes,Yes,2,No,No,No,No,No,No,1,Yes,Mailed check,74.45
Female,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,Mailed check,19.55
Male,0,Yes,No,Yes,Yes,2,No,Yes,Yes,No,No,No,1,Yes,Electronic check,85.8
Female,0,Yes,No,Yes,Yes,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,Yes,Credit card (automatic),25.25
Male,0,Yes,Yes,No,No phone service,0,No,Yes,Yes,No,Yes,No,2,No,Credit card (automatic),46.4
Female,0,No,No,Yes,No,2,No,No,No,No,No,No,1,Yes,Electronic check,70.15
Female,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,Bank transfer (automatic),20.85
